S1;S3;0;96
S1;S6;0;104
S1;S11;0;144
S1;S12;0;116
S1;S15;0;45
S1;S16;0;198
S1;S18;0;181
S1;S22;0;22
S1;S24;0;132
S1;S27;0;59
S1;S29;0;171
S1;S30;0;147
S1;S31;0;89
S1;S34;0;121
S1;S36;0;22
S1;S37;0;64
S1;S38;0;50
S1;S39;0;126
S1;S42;0;132
S1;S50;0;103
S1;S52;0;155
S1;S53;0;118
S1;S54;0;61
S1;S58;0;73
S1;S62;0;89
S1;S65;0;112
S1;S66;0;162
S1;S67;0;160
S1;S68;0;110
S1;S70;0;187
S1;S82;0;163
S1;S85;0;134
S1;S87;0;171
S1;S88;0;69
S1;S90;0;86
S1;S94;0;97
S1;S95;0;105
S1;S96;0;161
S1;S97;0;197
S1;S102;0;198
S1;S103;0;181
S1;S106;0;134
S1;S107;0;42
S1;S109;0;115
S1;S111;0;90
S1;S115;0;173
S1;S116;0;97
S1;S121;0;195
S1;S122;0;134
S1;S127;0;137
S1;S130;0;90
S1;S131;0;130
S1;S134;0;127
S1;S135;0;143
S1;S139;0;99
S1;S141;0;48
S1;S143;0;99
S1;S145;0;30
S1;S146;0;187
S1;S149;0;31
S1;S153;0;42
S1;S154;0;99
S1;S157;0;76
S1;S158;0;30
S1;S166;0;139
S1;S169;0;43
S1;S173;0;147
S1;S174;0;79
S1;S175;0;140
S1;S178;0;24
S1;S181;0;184
S1;S183;0;183
S1;S185;0;53
S1;S187;0;200
S1;S188;0;178
S1;S191;0;47
S1;S195;0;151
S1;S196;0;191
S1;S198;0;164
S1;S200;0;146
S1;S201;0;33
S1;S205;0;196
S1;S206;0;54
S1;S209;0;31
S1;S214;0;144
S1;S215;0;81
S1;S216;0;187
S1;S218;0;127
S1;S219;0;132
S1;S220;0;46
S1;S224;0;110
S1;S226;0;112
S1;S228;0;151
S1;S229;0;42
S1;S230;0;136
S1;S232;0;143
S1;S233;0;111
S1;S238;0;27
S1;S240;0;38
S1;S242;0;182
S1;S243;0;32
S1;S245;0;154
S1;S246;0;140
S1;S251;0;130
S1;S255;0;109
S1;S257;0;72
S1;S258;0;20
S1;S259;0;22
S1;S260;0;140
S1;S266;0;52
S1;S267;0;187
S1;S271;0;133
S1;S275;0;117
S1;S279;0;51
S1;S286;0;37
S1;S288;0;93
S1;S289;0;112
S1;S292;0;107
S1;S298;0;162
S1;S303;0;85
S1;S308;0;194
S1;S309;0;54
S1;S311;0;185
S1;S313;0;184
S1;S320;0;102
S1;S323;0;74
S1;S324;0;63
S1;S325;0;28
S1;S326;0;102
S1;S337;0;60
S1;S338;0;196
S1;S339;0;115
S1;S340;0;26
S1;S341;0;82
S1;S347;0;79
S1;S349;0;156
S1;S353;0;90
S1;S359;0;86
S1;S362;0;138
S1;S364;0;76
S1;S366;0;151
S1;S367;0;76
S1;S368;0;173
S1;S369;0;131
S1;S371;0;84
S1;S378;0;28
S1;S379;0;70
S1;S381;0;111
S1;S386;0;53
S1;S394;0;38
S1;S396;0;195
S1;S399;0;167
S1;S400;0;199
S1;S402;0;36
S1;S404;0;71
S1;S408;0;118
S1;S409;0;58
S1;S410;0;34
S1;S411;0;149
S1;S418;0;30
S1;S427;0;187
S1;S432;0;43
S1;S433;0;88
S1;S435;0;72
S1;S436;0;158
S1;S441;0;112
S1;S443;0;92
S1;S444;0;73
S1;S446;0;118
S1;S448;0;52
S1;S451;0;64
S1;S453;0;190
S1;S457;0;144
S1;S458;0;162
S1;S460;0;44
S1;S471;0;76
S1;S484;0;145
S1;S485;0;96
S1;S487;0;67
S1;S489;0;183
S1;S493;0;63
S1;S494;0;47
S1;S495;0;31
S1;S496;0;200
S1;S501;0;55
S1;S503;0;109
S1;S507;0;192
S1;S509;0;59
S1;S511;0;57
S1;S512;0;181
S1;S514;0;149
S1;S515;0;148
S1;S516;0;98
S1;S517;0;138
S1;S518;0;88
S1;S521;0;77
S1;S522;0;55
S1;S525;0;34
S1;S526;0;63
S1;S527;0;47
S1;S528;0;31
S1;S531;0;27
S1;S535;0;79
S1;S539;0;84
S1;S540;0;137
S1;S541;0;132
S1;S543;0;70
S1;S547;0;67
S1;S549;0;190
S1;S554;0;119
S1;S555;0;23
S1;S556;0;104
S1;S557;0;99
S1;S563;0;144
S1;S565;0;65
S1;S566;0;190
S1;S568;0;184
S1;S570;0;61
S1;S572;0;122
S1;S577;0;55
S1;S578;0;162
S1;S579;0;143
S1;S582;0;169
S1;S583;0;184
S1;S584;0;87
S1;S586;0;169
S1;S588;0;154
S1;S590;0;83
S1;S594;0;137
S1;S596;0;61
S1;S599;0;138
S1;S600;0;186
S1;S603;0;64
S1;S604;0;184
S1;S605;0;179
S1;S606;0;75
S1;S607;0;102
S1;S609;0;55
S1;S611;0;40
S1;S615;0;32
S1;S618;0;32
S1;S620;0;103
S1;S621;0;102
S1;S622;0;72
S1;S623;0;138
S1;S625;0;113
S1;S626;0;130
S1;S627;0;189
S1;S629;0;192
S1;S630;0;159
S1;S640;0;122
S1;S641;0;63
S1;S642;1;181
S1;S648;1;48
S1;S651;0;41
S1;S655;0;169
S1;S656;0;125
S1;S658;1;129
S1;S662;1;153
S1;S669;0;55
S1;S675;1;123
S1;S676;0;24
S1;S677;0;125
S1;S679;0;137
S1;S685;0;159
S1;S688;0;99
S1;S696;0;144
S1;S697;0;33
S1;S700;1;117
S1;S702;1;87
S1;S703;1;63
S1;S706;0;101
S1;S707;0;196
S1;S709;0;166
S1;S712;0;43
S1;S713;0;85
S1;S715;1;94
S1;S718;1;128
S1;S720;0;57
S1;S721;0;102
S1;S722;0;178
S1;S723;0;110
S1;S724;1;95
S1;S726;0;84
S1;S729;1;31
S1;S732;0;103
S1;S733;0;122
S1;S739;1;97
S1;S743;0;59
S1;S744;0;186
S1;S749;0;100
S1;S750;1;154
S1;S758;0;117
S1;S762;0;176
S1;S763;1;66
S1;S769;1;116
S1;S770;0;112
S1;S775;1;63
S1;S776;0;139
S1;S778;0;37
S1;S779;0;89
S1;S785;1;157
S1;S787;0;165
S1;S788;0;56
S1;S789;0;142
S1;S791;1;195
S1;S796;1;102
S1;S799;1;198
S1;S800;1;99
S1;S802;0;20
S1;S803;0;195
S1;S807;1;63
S1;S808;1;31
S1;S810;1;195
S1;S811;1;41
S1;S812;1;112
S1;S814;0;126
S1;S815;0;42
S1;S818;0;195
S1;S819;0;117
S1;S823;1;53
S1;S824;0;111
S1;S825;1;183
S1;S827;0;194
S1;S828;1;57
S1;S832;1;164
S1;S836;1;51
S1;S837;0;194
S1;S840;0;195
S1;S843;0;106
S1;S845;0;112
S1;S846;1;138
S1;S849;1;189
S1;S856;0;139
S1;S858;1;84
S1;S865;0;189
S1;S867;0;144
S1;S868;1;61
S1;S870;0;97
S1;S872;0;78
S1;S876;0;168
S1;S877;0;41
S1;S881;1;139
S1;S883;1;33
S1;S884;0;36
S1;S887;0;158
S1;S890;0;45
S1;S894;1;72
S1;S896;1;170
S1;S898;1;140
S1;S899;0;167
S1;S900;1;108
S1;S902;1;50
S1;S903;0;109
S1;S906;0;29
S1;S907;0;57
S1;S914;0;47
S1;S915;1;198
S1;S917;0;99
S1;S918;1;62
S1;S919;0;123
S1;S922;1;37
S1;S923;1;93
S1;S924;0;52
S1;S927;1;129
S1;S928;1;66
S1;S929;0;62
S1;S932;0;64
S1;S936;1;116
S1;S938;0;50
S1;S939;0;178
S1;S941;1;183
S1;S943;0;86
S1;S944;1;72
S1;S945;1;46
S1;S947;0;177
S1;S951;0;22
S1;S955;1;192
S1;S956;1;65
S1;S957;1;81
S1;S958;1;59
S1;S961;1;42
S1;S964;0;73
S1;S967;0;146
S1;S972;1;45
S1;S973;0;93
S1;S977;0;35
S1;S979;0;64
S1;S980;0;105
S1;S981;0;32
S1;S984;1;145
S1;S987;0;28
S1;S990;1;159
S1;S996;1;32
S1;S998;1;193
S1;S1001;1;46
S1;S1008;0;71
S1;S1014;0;38
S1;S1015;1;40
S1;S1030;1;110
S1;S1037;1;85
S1;S1039;0;108
S1;S1047;0;129
S1;S1048;0;158
S1;S1049;0;186
S1;S1052;0;87
S1;S1053;1;86
S1;S1054;0;168
S1;S1055;1;131
S1;S1057;0;61
S1;S1064;0;190
S1;S1066;1;49
S1;S1069;0;47
S1;S1070;1;107
S1;S1073;1;40
S1;S1077;1;92
S1;S1080;0;160
S1;S1081;1;136
S1;S1087;1;21
S1;S1088;0;103
S1;S1089;0;34
S1;S1091;0;105
S1;S1093;1;109
S1;S1096;1;180
S1;S1098;1;43
S1;S1103;0;71
S1;S1104;0;141
S1;S1105;0;67
S1;S1106;0;24
S1;S1108;0;108
S1;S1109;0;120
S1;S1110;0;23
S1;S1111;0;21
S1;S1114;0;21
S1;S1115;1;94
S1;S1116;1;134
S1;S1121;1;93
S1;S1130;1;32
S1;S1133;0;109
S1;S1134;0;98
S1;S1135;1;186
S1;S1139;1;147
S1;S1144;0;80
S1;S1145;0;187
S1;S1147;0;164
S1;S1150;0;75
S1;S199;0;108
S1;S64;0;77
S2;S4;0;62
S2;S5;0;169
S2;S8;0;185
S2;S11;0;124
S2;S14;0;46
S2;S17;0;168
S2;S26;0;23
S2;S28;0;73
S2;S35;0;187
S2;S40;0;42
S2;S43;0;45
S2;S44;0;148
S2;S45;0;170
S2;S48;0;123
S2;S56;0;75
S2;S57;0;92
S2;S61;0;179
S2;S63;0;41
S2;S64;0;186
